date, pm25, pm10, o3, no2, so2, co
1/17/2021,60,30,25,27,4,4
1/18/2021,70,34,19,39,4,5
1/19/2021,63,46,5,57,5,6
1/20/2021,94,51,2,57,5,7
1/21/2021,107,35,3,45,4,7
1/22/2021,93,9,25,25,4,5
1/23/2021,30,10,22,30,3,6
1/24/2021,39,23,10,43,4,7
1/25/2021,64,41,24,49,5,8
1/26/2021,98,40,21,29,4,6
1/27/2021,74,36,30,32,4,6
1/28/2021,67,25,25,17,4,4
1/29/2021,42,44,11,44,4,7
1/30/2021,79,52,13,48,5,9
1/31/2021,92,54,18,51,4,8
2/1/2021,104,33,22,30,4,5
2/2/2021,66,32,16,35,5,6
2/3/2021,66,24,19,35,4,5
2/4/2021,61,28,17,45,5,6
2/5/2021,69,54,33,36,4,7
2/6/2021,113,67,32,18,3,7
2/7/2021,133,29,22,14,4,4
2/8/2021,66,24,16,31,4,5
2/9/2021,62,35,20,44,5,6
2/10/2021,83,61,24,41,5,7
2/11/2021,141,72,31,45,6,9
2/12/2021,163,78,30,53,5,10
2/13/2021,168,74,25,61,6,11
2/14/2021,165,51,27,27,3,6
2/15/2021,105,23,28,19,2,4
2/16/2021,58,44,25,11,3,3
2/17/2021,50,44,23,16,4,4
2/18/2021,64,48,29,34,5,6
2/19/2021,89,65,25,43,5,8
2/20/2021,125,67,46,40,5,9
2/21/2021,133,57,32,33,4,6
2/22/2021,97,50,28,16,4,4
2/23/2021,60,54,21,38,4,6
2/24/2021,75,57,4,61,5,9
2/25/2021,104,41,23,40,4,7
2/26/2021,79,17,24,20,3,4
2/27/2021,41,25,20,29,3,5
2/28/2021,57,18,22,28,2,5
3/1/2021,41,9,27,22,3,4
3/2/2021,22,42,16,45,4,7
3/3/2021,87,49,10,50,4,7
3/4/2021,101,43,27,40,4,8
3/5/2021,92,29,26,25,2,5
3/6/2021,71,24,26,17,3,4
3/7/2021,55,47,24,36,3,6
3/8/2021,96,49,27,43,4,7
3/9/2021,103,77,22,60,5,8
3/10/2021,163,95,32,67,5,11
3/11/2021,180,59,34,43,4,8
3/12/2021,130,53,35,28,3,6
3/13/2021,116,68,36,29,3,7
3/14/2021,147,73,36,37,4,9
3/15/2021,156,76,31,17,3,4
3/16/2021,70,79,20,33,4,5
3/17/2021,73,80,26,56,5,7
3/18/2021,121,68,30,36,4,5
3/19/2021,94,29,31,26,3,4
3/20/2021,55,45,34,12,3,5
3/21/2021,109,40,31,21,3,4
3/22/2021,69,71,39,33,5,7
3/23/2021,107,60,40,32,4,5
3/24/2021,102,59,49,40,4,6
3/25/2021,109,89,15,58,5,9
3/26/2021,167,58,25,51,3,7
3/27/2021,120,19,32,18,2,5
3/28/2021,56,206,28,24,3,5
3/29/2021,112,108,32,34,4,4
3/30/2021,98,48,26,46,4,7
3/31/2021,73,45,36,29,3,5
10/1/2020,41,23,36,15,3,4
10/2/2020,57,37,36,13,3,5
10/3/2020,66,27,40,8,3,4
10/4/2020,57,24,21,12,4,4
10/5/2020,36,23,25,17,4,4
10/6/2020,47,26,17,24,4,5
10/7/2020,56,15,29,18,3,4
10/8/2020,33,16,33,16,3,3
10/9/2020,35,17,38,17,3,4
10/10/2020,39,20,29,17,4,4
10/11/2020,51,37,29,26,3,5
10/12/2020,75,26,24,22,3,4
10/13/2020,44,34,27,27,4,5
10/14/2020,57,35,15,27,4,4
10/15/2020,51,39,7,42,4,7
10/16/2020,71,34,25,30,4,6
10/17/2020,73,31,42,28,4,6
10/18/2020,69,58,41,39,6,8
10/19/2020,117,65,32,49,5,9
10/20/2020,132,47,10,50,4,8
10/21/2020,87,65,27,30,4,6
10/22/2020,96,28,22,14,3,4
10/23/2020,41,29,26,19,3,4
10/24/2020,47,32,27,33,5,7
10/25/2020,68,54,33,43,5,9
10/26/2020,104,72,33,52,6,10
10/27/2020,149,51,22,25,4,5
10/28/2020,92,41,19,33,4,5
10/29/2020,62,45,15,40,6,6
10/30/2020,69,29,30,32,4,6
10/31/2020,62,41,22,24,3,6
11/1/2020,91,51,20,29,4,6
11/2/2020,73,23,21,11,3,3
11/3/2020,33,32,21,22,3,4
11/4/2020,46,39,10,48,5,7
11/5/2020,72,50,7,56,6,8
11/6/2020,97,76,37,29,5,7
11/7/2020,129,57,23,14,4,5
11/8/2020,60,29,13,22,4,4
11/9/2020,36,29,20,32,4,5
11/10/2020,51,47,8,51,5,8
11/11/2020,80,61,9,69,6,9
11/12/2020,130,70,17,67,6,11
11/13/2020,135,69,25,50,5,7
11/14/2020,136,68,31,47,5,10
11/15/2020,156,66,16,53,5,11
11/16/2020,152,62,16,46,4,9
11/17/2020,136,44,4,37,3,7
11/18/2020,105,18,18,16,3,5
11/19/2020,42,24,17,15,3,4
11/20/2020,62,27,12,26,3,5
11/21/2020,75,29,20,18,3,4
11/22/2020,80,27,15,20,3,4
11/23/2020,66,28,6,39,4,6
11/24/2020,66,40,8,43,5,7
11/25/2020,89,58,10,46,6,9
11/26/2020,131,45,16,29,5,7
11/27/2020,102,24,19,14,4,4
11/28/2020,56,27,20,18,4,4
11/29/2020,64,28,17,26,4,5
11/30/2020,66,33,12,31,4,6
12/1/2020,75,35,14,31,4,5
12/2/2020,76,30,21,21,5,5
12/3/2020,65,32,15,28,4,5
12/4/2020,73,40,11,44,4,8
12/5/2020,87,48,18,40,4,8
12/6/2020,108,54,27,33,5,8
12/7/2020,129,25,23,25,4,4
12/8/2020,62,42,4,51,6,8
12/9/2020,88,61,10,51,6,9
12/10/2020,132,83,14,52,5,13
12/11/2020,169,54,22,31,6,7
12/12/2020,114,39,25,28,4,5
12/13/2020,90,23,21,14,3,4
12/14/2020,51,19,20,16,4,4
12/15/2020,44,24,19,18,5,5
12/16/2020,55,30,10,40,5,7
12/17/2020,72,37,19,32,5,7
12/18/2020,83,28,19,19,4,4
12/19/2020,59,28,20,26,5,6
12/20/2020,66,42,7,54,5,11
12/21/2020,96,53,12,57,6,11
12/22/2020,123,63,17,55,5,11
12/23/2020,148,51,22,31,4,6
12/24/2020,109,24,22,24,5,5
12/25/2020,52,43,13,47,5,10
12/26/2020,97,51,16,45,5,9
12/27/2020,116,59,9,57,4,11
12/28/2020,139,62,19,40,4,10
12/29/2020,141,37,20,12,3,4
12/30/2020,54,30,19,21,4,5
12/31/2020,50,28,20,29,4,6
1/1/2021,68,35,23,16,4,5
1/2/2021,50,40,21,20,4,5
1/3/2021,60,41,8,43,5,7
7/1/2020,47,52,67,21,3,6
7/2/2020,121,38,32,19,3,5
7/3/2020,86,23,46,14,3,3
7/4/2020,62,29,57,14,3,4
7/5/2020,69,27,51,19,3,4
7/6/2020,72,18,30,15,3,4
7/7/2020,47,32,54,20,3,4
7/8/2020,55,43,62,25,3,6
7/9/2020,97,16,31,15,2,3
7/10/2020,40,8,37,10,2,3
7/11/2020,15,12,28,11,3,3
7/12/2020,33,8,24,12,2,2
7/13/2020,19,7,23,11,2,3
7/14/2020,11,12,24,14,3,2
7/15/2020,21,31,50,23,3,4
7/16/2020,68,38,45,24,3,5
7/17/2020,78,35,62,24,3,5
7/18/2020,85,16,31,12,2,4
7/19/2020,49,14,27,12,2,5
7/20/2020,48,32,47,19,3,4
7/21/2020,73,24,21,28,4,5
7/22/2020,63,14,35,18,2,4
7/23/2020,43,6,32,10,3,3
7/24/2020,11,5,20,9,3,3
7/25/2020,9,10,29,13,3,3
7/26/2020,22,14,18,15,3,4
7/27/2020,34,12,17,15,3,4
7/28/2020,26,12,12,20,3,4
7/29/2020,28,20,31,21,3,4
7/30/2020,57,25,27,19,3,4
7/31/2020,57,15,15,11,3,3
8/1/2020,36,11,15,10,3,2
8/2/2020,25,13,16,12,3,3
8/3/2020,25,36,8,11,3,2
8/4/2020,57,33,4,16,5,4
8/5/2020,78,17,16,14,3,4
8/6/2020,36,30,16,23,4,5
8/7/2020,75,14,11,16,3,4
8/8/2020,35,10,15,10,2,4
8/9/2020,21,13,7,15,2,3
8/10/2020,31,11,20,19,3,3
8/11/2020,39,25,19,23,3,2
8/12/2020,60,28,23,17,3,3
8/13/2020,58,32,31,13,3,3
8/14/2020,72,36,39,16,3,3
8/15/2020,97,23,20,8,3,2
8/16/2020,59,29,28,11,3,2
8/17/2020,58,33,36,18,3,3
8/18/2020,79,44,27,15,3,2
8/19/2020,106,39,38,17,4,2
8/20/2020,97,30,15,21,4,3
8/21/2020,78,14,14,12,3,3
8/22/2020,41,10,27,8,3,3
8/23/2020,35,20,19,12,4,2
8/24/2020,57,27,19,26,4,2
8/25/2020,74,19,13,34,3,2
8/26/2020,55,17,16,19,3,3
8/27/2020,50,23,22,17,3,4
8/28/2020,56,15,13,24,2,4
8/29/2020,41,14,25,22,3,3
8/30/2020,25,10,10,31,3,3
8/31/2020,13,15,17,38,3,3
9/1/2020,21,12,5,31,3,3
9/2/2020,19,13,27,18,4,2
9/3/2020,20,22,35,26,3,4
9/4/2020,42,33,41,24,4,5
9/5/2020,77,21,33,12,3,3
9/6/2020,59,6,38,8,3,3
9/7/2020,12,24,39,11,3,4
9/8/2020,52,29,37,20,3,5
9/9/2020,71,29,45,22,4,5
9/10/2020,74,25,27,22,3,4
9/11/2020,66,9,30,12,4,4
9/12/2020,25,7,29,8,3,3
9/13/2020,13,23,33,16,3,5
9/14/2020,51,38,42,22,4,5
9/15/2020,87,30,25,29,4,4
9/16/2020,69,22,28,17,4,3
9/17/2020,43,21,32,13,4,3
9/18/2020,22,19,31,16,3,4
9/19/2020,35,18,30,11,4,3
9/20/2020,41,24,22,23,3,4
9/21/2020,46,14,27,16,3,4
9/22/2020,33,9,26,11,3,3
9/23/2020,14,9,26,10,3,3
9/24/2020,13,12,25,13,3,3
9/25/2020,20,14,29,12,3,3
9/26/2020,25,13,31,11,3,3
9/27/2020,30,23,26,26,3,4
9/28/2020,50,30,31,19,3,4
9/29/2020,67,31,33,14,3,5
9/30/2020,72,16,37,9,3,3
4/1/2020,105,41,31,29,4,5
4/2/2020,84,57,43,32,4,5
4/3/2020,112,60,32,19,4,4
4/4/2020,93,46,43,15,3,3
4/5/2020,72,57,36,39,5,5
4/6/2020,81,60,43,31,5,4
4/7/2020,94,47,37,15,4,3
4/8/2020,68,51,39,20,4,4
4/9/2020,82,47,37,28,4,4
4/10/2020,87,43,33,26,4,4
4/11/2020,79,33,46,15,3,4
4/12/2020,72,23,40,14,2,3
4/13/2020,45,52,46,38,4,5
4/14/2020,93,60,60,38,4,5
4/15/2020,120,53,47,39,5,5
4/16/2020,86,42,27,28,3,4
4/17/2020,75,31,35,17,3,3
4/18/2020,53,27,33,21,3,4
4/19/2020,63,17,35,17,2,4
4/20/2020,35,33,36,13,3,2
4/21/2020,38,71,31,12,2,3
4/22/2020,43,48,30,13,4,3
4/23/2020,52,45,44,20,4,4
4/24/2020,51,58,61,16,4,4
4/25/2020,80,33,43,11,4,3
4/26/2020,54,37,40,20,4,4
4/27/2020,67,41,48,26,4,4
4/28/2020,74,52,54,25,4,4
4/29/2020,93,40,48,26,3,3
4/30/2020,68,54,44,11,2,3
5/1/2020,93,53,43,12,3,3
5/2/2020,91,30,39,12,2,3
5/3/2020,61,40,32,19,2,4
5/4/2020,62,41,24,27,3,4
5/5/2020,72,36,41,25,3,4
5/6/2020,64,31,35,21,3,3
5/7/2020,49,29,39,26,3,3
5/8/2020,46,14,35,16,3,3
5/9/2020,32,30,45,13,4,5
5/10/2020,73,97,42,21,3,5
5/11/2020,108,48,37,17,3,4
5/12/2020,62,34,34,23,3,3
5/13/2020,36,43,35,37,4,4
5/14/2020,32,32,23,27,3,4
5/15/2020,46,25,22,25,2,5
5/16/2020,51,38,34,16,2,4
5/17/2020,88,34,35,22,2,5
5/18/2020,82,15,27,14,2,3
5/19/2020,25,8,23,14,2,3
5/20/2020,16,22,26,26,3,2
5/21/2020,43,50,36,31,3,4
5/22/2020,107,55,49,23,5,4
5/23/2020,115,27,35,12,3,3
5/24/2020,68,42,35,24,3,5
5/25/2020,100,46,36,27,3,5
5/26/2020,101,26,37,23,3,4
5/27/2020,59,31,39,39,5,6
5/28/2020,72,39,32,42,4,6
5/29/2020,80,43,61,42,4,6
5/30/2020,94,41,56,25,4,5
5/31/2020,96,23,30,31,4,4
6/1/2020,49,27,39,31,3,6
6/2/2020,58,51,52,17,3,4
6/3/2020,89,51,44,17,2,4
6/4/2020,87,50,52,20,2,4
6/5/2020,89,56,84,22,3,6
6/6/2020,106,47,59,13,3,4
6/7/2020,95,43,59,20,3,4
6/8/2020,84,51,58,27,3,4
6/9/2020,83,48,50,29,4,4
6/10/2020,81,30,35,17,4,4
6/11/2020,62,47,30,39,4,5
6/12/2020,75,54,102,28,4,4
6/13/2020,88,41,46,14,4,4
6/14/2020,82,31,36,19,4,4
6/15/2020,57,57,99,21,4,7
6/16/2020,116,53,70,31,5,7
6/17/2020,111,41,46,25,4,5
6/18/2020,83,25,44,16,2,3
6/19/2020,58,42,77,23,3,5
6/20/2020,84,38,78,14,3,4
6/21/2020,78,45,66,24,3,4
6/22/2020,83,45,59,35,5,4
6/23/2020,88,30,30,22,3,4
6/24/2020,69,14,24,17,3,4
6/25/2020,36,25,40,15,4,4
6/26/2020,55,27,52,19,3,4
6/27/2020,70,32,46,10,3,3
6/28/2020,78,36,37,21,3,5
6/29/2020,91,9,47,10,3,3
6/30/2020,19,22,26,20,3,4
1/1/2020,89,60,3,49,5,11
1/2/2020,133,64,13,46,6,11
1/3/2020,141,58,17,47,6,12
1/4/2020,127,56,8,54,6,12
1/5/2020,121,43,4,23,5,9
1/6/2020,99,10,9,19,4,6
1/7/2020,30,28,20,13,3,8
1/8/2020,67,52,19,23,4,7
1/9/2020,126,61,8,46,5,10
1/10/2020,144,56,21,43,5,10
1/11/2020,132,48,22,23,6,7
1/12/2020,115,29,18,24,4,4
1/13/2020,69,33,12,39,4,7
1/14/2020,80,41,15,36,5,7
1/15/2020,88,45,12,38,5,8
1/16/2020,96,59,6,56,6,10
1/17/2020,118,61,14,51,7,10
1/18/2020,124,59,23,45,5,11
1/19/2020,130,56,22,31,4,7
1/20/2020,98,48,16,47,7,7
1/21/2020,63,51,5,59,5,9
1/22/2020,72,61,22,49,6,10
1/23/2020,119,65,19,35,4,10
1/24/2020,152,52,11,43,4,9
1/25/2020,117,30,27,27,3,6
1/26/2020,68,10,32,11,3,3
1/27/2020,20,12,21,22,4,4
1/28/2020,24,17,15,32,4,5
1/29/2020,35,20,19,32,4,6
1/30/2020,43,29,15,31,3,6
1/31/2020,63,63,23,43,5,11
2/1/2020,139,65,22,35,5,10
2/2/2020,147,30,30,18,4,4
2/3/2020,64,27,23,29,4,5
2/4/2020,63,27,25,14,4,4
2/5/2020,47,44,17,34,5,6
2/6/2020,79,41,15,38,4,7
2/7/2020,86,44,25,17,4,6
2/8/2020,99,40,25,28,5,6
2/9/2020,86,52,19,49,5,8
2/10/2020,106,59,11,64,6,11
2/11/2020,116,51,7,60,5,11
2/12/2020,115,65,14,42,3,9
2/13/2020,152,75,14,53,4,11
2/14/2020,163,64,22,41,4,9
2/15/2020,146,26,25,16,2,6
2/16/2020,69,30,27,15,3,4
2/17/2020,70,26,23,24,4,4
2/18/2020,65,37,11,52,4,8
2/19/2020,89,61,10,57,4,9
2/20/2020,142,62,22,51,4,8
2/21/2020,134,64,30,19,3,6
2/22/2020,109,27,31,21,4,4
2/23/2020,48,40,15,49,5,6
2/24/2020,76,22,27,31,3,5
2/25/2020,48,19,22,28,3,5
2/26/2020,38,15,21,26,3,4
2/27/2020,29,28,7,45,3,6
2/28/2020,73,27,22,30,3,5
2/29/2020,71,49,24,34,4,8
3/1/2020,112,43,30,21,4,5
3/2/2020,96,40,26,43,4,6
3/3/2020,93,44,33,17,4,5
3/4/2020,100,39,25,21,4,4
3/5/2020,89,40,14,49,4,5
3/6/2020,85,57,18,52,5,6
3/7/2020,125,60,38,44,4,6
3/8/2020,143,61,30,53,4,7
3/9/2020,134,41,25,28,3,6
3/10/2020,99,38,25,18,3,3
3/11/2020,49,38,28,32,4,4
3/12/2020,58,35,28,16,4,4
3/13/2020,52,41,34,19,4,4
3/14/2020,73,45,35,15,3,4
3/15/2020,70,27,26,20,3,4
3/16/2020,51,49,22,36,4,5
3/17/2020,79,58,31,35,5,6
3/18/2020,114,58,49,19,4,4
3/19/2020,79,46,29,21,4,4
3/20/2020,38,54,40,26,4,4
3/21/2020,61,39,40,12,4,3
3/22/2020,61,47,34,31,5,5
3/23/2020,97,59,31,40,5,6
3/24/2020,116,53,43,46,6,6
3/25/2020,102,54,39,41,5,6
3/26/2020,106,46,28,17,3,4
3/27/2020,81,37,31,11,3,3
3/28/2020,30,44,41,17,4,4
3/29/2020,59, , , , , 
10/1/2019,104,25,8,24,4,5
10/2/2019,59,9,20,15,4,3
10/3/2019,19,30,26,28,5,6
10/4/2019,68,43,21,17,4,6
10/5/2019,82,12,29,12,3,3
10/6/2019,20,11,17,25,4,5
10/7/2019,26,25,27,23,4,5
10/8/2019,43,26,25,28,4,5
10/9/2019,40,33,11,43,5,6
10/10/2019,58,39,24,33,5,6
10/11/2019,62,29,22,16,4,4
10/12/2019,43,24,21,16,3,5
10/13/2019,43,39,22,19,4,7
10/14/2019,61,26,16,22,4,7
10/15/2019,39,34,21,24,4,7
10/16/2019,61,33,20,24,4,7
10/17/2019,66,19,21,23,4,6
10/18/2019,39,22,28,25,4,5
10/19/2019,45,41,32,31,4,7
10/20/2019,87,45,28,46,4,8
10/21/2019,90,40,25,44,5,7
10/22/2019,86,23,22,31,4,6
10/23/2019,54,29,32,23,4,5
10/24/2019,61,25,23,26,5,5
10/25/2019,51,24,25,17,4,5
10/26/2019,59,26,25,25,4,6
10/27/2019,64,34,25,35,5,6
10/28/2019,75,78,26,23,4,5
10/29/2019,73,28,17,34,5,6
10/30/2019,47,69,36,40,5,7
10/31/2019,94,82,25,40,5,8
11/1/2019,124,64,14,59,7,10
11/2/2019,128,49,28,32,5,7
11/3/2019,105,13,18,30,4,5
11/4/2019,29,35,24,43,6,7
11/5/2019,78,50,12,49,6,9
11/6/2019,106,50,25,32,5,6
11/7/2019,81,45,18,38,5,7
11/8/2019,58,39,8,58,7,9
11/9/2019,73,32,11,45,6,7
11/10/2019,77,21,16,37,5,6
11/11/2019,59,32,5,51,7,8
11/12/2019,74,30,5,44,6,8
11/13/2019,76,19,20, ,4,4
11/14/2019,27,25,5,42,4,7
11/15/2019,55,36,6,40,4,9
11/16/2019,80,28,11,39,5,7
11/17/2019,62,61,25,18,3,5
11/18/2019,46,33,23,18,4,4
11/19/2019,37,24,16,37,5,6
11/20/2019,48,41,6,50,6,8
11/21/2019,75,50,7,52,6,10
11/22/2019,84,36,8,55,5,9
11/23/2019,77,32,15,40,5,9
11/24/2019,77,29,14,21,4,6
11/25/2019,62,27,4,36,5,7
11/26/2019,66,41,15,24,5,7
11/27/2019,85,41,11,32,6,7
11/28/2019,81,45,13,39,6,6
11/29/2019,91,47,5,55,6,9
11/30/2019,103,43,8,43,4,8
12/1/2019,109,25,22,19,6,5
12/2/2019,54,32,11,44,5,6
12/3/2019,64,33,18,33,6,6
12/4/2019,68,25,25,14,6,5
12/5/2019,46,34,17,24,5,5
12/6/2019,63,49,5,44,6,9
12/7/2019,100,56,14,34,5,9
12/8/2019,133,63,9,39,6,9
12/9/2019,148,84,15,60,6,13
12/10/2019,162,68,23,34,5,8
12/11/2019,139,20,16,25,4,5
12/12/2019,59,27,5,48,6,8
12/13/2019,70,41,16,30,5,7
12/14/2019,95,39,10,48,4,10
12/15/2019,95,43,4,56,6,11
12/16/2019,88,31,11,40,5,8
12/17/2019,78,42,14,30,5,7
12/18/2019,95,29,16,32,5,6
12/19/2019,68,32,17,31,6,6
12/20/2019,76,38,3,49,5,8
12/21/2019,89,60,11,46,5,9
12/22/2019,144,54,14,40,4,10
12/23/2019,134,67,8,49,5,12
12/24/2019,155,54,5,52,4,11
12/25/2019,129,50,16,39,5,8
12/26/2019,115,39,23,29,5,7
12/27/2019,89,48,6,52,5,9
12/28/2019,96,49,8,43,4,8
12/29/2019,98, , , , , 
7/1/2019,81,33,50,22,8,4
7/2/2019,75,38,37,25,5,5
7/3/2019,88,32,43,29,5,4
7/4/2019,73,31,95,31,5,6
7/5/2019,68,22,65,16,5,5
7/6/2019,67,15,43,6,4,3
7/7/2019,51,8,36,9,4,2
7/8/2019,32,8,38,9,4,3
7/9/2019,36,6,32,10,3,3
7/10/2019,31,7,19,12,5,3
7/11/2019,12,18,28,19,5,3
7/12/2019,38,37,43,20,6,4
7/13/2019,83,42,61,20,4,5
7/14/2019,116,35,29,25,4,5
7/15/2019,98,36,35,26,4,5
7/16/2019,91,65,50,28,5,5
7/17/2019,152,67,104,32,6,5
7/18/2019,156,37,32,22,4,5
7/19/2019,84,8,13,12,3,3
7/20/2019,20,17,28,10,4,2
7/21/2019,33,48,36,20,5,3
7/22/2019,92,27,22,22,6,2
7/23/2019,52,25,171,22,5,3
7/24/2019,57,27,76,28,3,5
7/25/2019,68,19,22,23,4,3
7/26/2019,51,20,37,20,3,4
7/27/2019,52,13,19,13,3,3
7/28/2019,38,15,8,11,4,3
7/29/2019,37,21,15,13,4,3
7/30/2019,48,18,13,22,4,3
7/31/2019,41,14,17,16,4,3
8/1/2019,35,20,25,17,3,3
8/2/2019,47,22,46,22,4,4
8/3/2019,54,31,72,23,4,4
8/4/2019,73,39,47,24,4,3
8/5/2019,98,27,41,17,4,3
8/6/2019,72,21,11,32,3,3
8/7/2019,56,41,13,34,5,4
8/8/2019,94,23,26,25,4,3
8/9/2019,51,20,25,18,4,2
8/10/2019,48,17,23,9,3,2
8/11/2019,44,14,12,19,3,3
8/12/2019,54,25,38,24,5,3
8/13/2019,62,17,27,14,4,3
8/14/2019,45,8,9,10,4,2
8/15/2019,22,19,39,18,3,4
8/16/2019,38,33,41,19,4,4
8/17/2019,65,22,50,14,5,4
8/18/2019,54,22,48,22,3,5
8/19/2019,53,29,49,22,3,4
8/20/2019,71,33,41,23,5,4
8/21/2019,82,43,41,25,4,4
8/22/2019,101,34,35,29,5,6
8/23/2019,67,23,29,26,5,5
8/24/2019,43,17,45,18,4,4
8/25/2019,33,22,46,27,5,6
8/26/2019,52,23,50,22,4,4
8/27/2019,54,26,47,15,6,4
8/28/2019,55,25,45,14,6,5
8/29/2019,60,16,30,14,5,4
8/30/2019,34,18,36,14,5,4
8/31/2019,47,18,42,20,5,4
9/1/2019,54,25,38,30,6,6
9/2/2019,62,23,23,25,3,4
9/3/2019,52,9,23,22,3,4
9/4/2019,17,7,8,21,3,4
9/5/2019,17,14,14,20,4,4
9/6/2019,35,14,22,8,4,3
9/7/2019,22,38,30,12,4,5
9/8/2019,81,40,17,14,4,7
9/9/2019,88,13,20,13,4,4
9/10/2019,39,7,34,6,4,3
9/11/2019,21,8,23,7,4,3
9/12/2019,19,12,35,6,4,3
9/13/2019,25,16,20,21,4,4
9/14/2019,46,12,35,9,4,3
9/15/2019,36,9,31,14,5,3
9/16/2019,23,13,38,19,4,2
9/17/2019,35,25,36,18,5,3
9/18/2019,47,21,38,15,4,2
9/19/2019,38,22,14,22,5,3
9/20/2019,40,16,12,24,4,4
9/21/2019,31,7,37,11,3,2
9/22/2019,15,16,24,13,4,4
9/23/2019,28,26,31,30,4,5
9/24/2019,53,37,30,34,5,6
9/25/2019,70,33,20,36,4,5
9/26/2019,62,23,17,34,4,4
9/27/2019,45,31,30,32,4,5
9/28/2019,69,42,55,28,5,6
9/29/2019,92,55,44,43,5,6
9/30/2019,91,48,26,41,5,6
4/1/2019,57,35,34,33,6,5
4/2/2019,70,44,33,35,5,6
4/3/2019,83,39,37,34,5,5
4/4/2019,66,72,37,27,4,5
4/5/2019,94,63,23,48,5,7
4/6/2019,79,43,33,26,4,5
4/7/2019,73,44,36,26,5,5
4/8/2019,58,29,29,32,4,4
4/9/2019,48,8,37,21,4,4
4/10/2019,19,30,32,38,5,6
4/11/2019,66,57,37,43,6,6
4/12/2019,117,53,43,44,5,6
4/13/2019,116,43,40,25,5,5
4/14/2019,84,57,32,38,6,6
4/15/2019,71,51,32,48,5,7
4/16/2019,86,45,41,45,6,6
4/17/2019,82,45,25,33,5,5
4/18/2019,90,47,30,28,4,4
4/19/2019,83,49,38,28,4,5
4/20/2019,95,37,31,22,4,5
4/21/2019,87,85,41,45,6,7
4/22/2019,132,87,33,54,5,8
